customer_id,name,register_date,loyalty_member,customer_category,preferred_branch,preferred_city,visits_last_year,avg_spend,estimated_total_spend,loyalty_points,last_visit,satisfaction_score,nps_score,survey_comment,acquisition_channel,accepts_promotions
CLI-00337,José Reyes,2024-12-30,False,Ocasional,Puebla,Puebla,1,232.31,232.31,0.0,2025-12-05,4,9,El mole es espectacular,Ubicación,True
CLI-00338,Claudia Gómez,2024-05-04,True,Frecuente,León,León,10,264.44,2644.4,264.0,2026-01-27,4,9,"Excelente comida, muy auténtica",Google,False
CLI-00339,Fernando López,2025-09-20,True,Frecuente,Puebla,Puebla,5,411.7,2058.5,205.0,2026-01-02,4,7,Recomiendo ampliamente este lugar,Google,False
CLI-00340,Ana Reyes,2025-12-14,False,Ocasional,Cancún,Cancún,2,232.7,465.4,0.0,2026-01-13,4,9,Recomiendo ampliamente este lugar,Recomendación,False
CLI-00341,Alejandro Gómez,2024-11-13,True,Frecuente,Guadalajara,Guadalajara,10,320.44,3204.4,320.0,2025-11-13,4,9,"Excelente comida, muy auténtica",Redes Sociales,False
CLI-00342,Fernando Ramírez,2026-01-02,False,Frecuente,Ciudad de México Sur,Ciudad de México,11,215.38,2369.18,0.0,2026-01-21,4,8,Los tacos al pastor son los mejores de la ciudad,Recomendación,True
CLI-00343,Fernando Rivera,2024-11-01,False,Ocasional,Ciudad de México Centro,Ciudad de México,1,374.09,374.09,0.0,2025-11-03,5,7,Los tacos al pastor son los mejores de la ciudad,Google,True
CLI-00344,Ana Flores,2025-04-12,True,VIP,Guadalajara,Guadalajara,16,311.56,4984.96,498.0,2025-12-06,4,9,Recomiendo ampliamente este lugar,Publicidad,True
CLI-00345,Gabriela Rodríguez,2025-06-21,False,Ocasional,Mérida,Mérida,2,238.55,477.1,0.0,2026-01-15,3,6,Cumple con lo básico,Recomendación,True
CLI-00346,José Rivera,2024-03-14,False,Frecuente,León,León,11,166.45,1830.95,0.0,2026-01-28,5,8,"Siempre regreso, nunca decepciona",Redes Sociales,False
CLI-00347,Juan Rodríguez,2025-05-26,True,VIP,Cancún,Cancún,14,82.64,1156.96,115.0,2025-12-24,3,7,"Ni bueno ni malo, regular",Recomendación,True
CLI-00348,Luis López,2025-05-28,True,Frecuente,Querétaro,Querétaro,9,359.61,3236.49,323.0,2025-12-08,3,5,"Comida aceptable, nada extraordinario",Recomendación,True
CLI-00349,Gabriela Martínez,2025-05-21,True,VIP,Puebla,Puebla,24,349.68,8392.32,839.0,2025-11-09,4,9,El servicio fue muy rápido y amable,Redes Sociales,False
CLI-00350,Diana Hernández,2024-12-16,False,Frecuente,Querétaro,Querétaro,6,289.98,1739.88,0.0,2025-11-05,5,9,Ambiente muy agradable para familia,Recomendación,True
CLI-00351,Claudia Gómez,2024-05-29,True,VIP,Ciudad de México Centro,Ciudad de México,18,250.25,4504.5,450.0,2025-11-19,5,7,Personal muy atento y profesional,Redes Sociales,True
CLI-00352,Ricardo Díaz,2024-06-22,False,Ocasional,Tijuana,Tijuana,1,166.52,166.52,0.0,2025-12-13,5,10,El servicio fue muy rápido y amable,Recomendación,True
CLI-00353,José Sánchez,2025-05-24,False,Regular,Tijuana,Tijuana,5,129.29,646.45,0.0,2025-11-08,5,8,Los tacos al pastor son los mejores de la ciudad,Ubicación,True
CLI-00354,Gabriela Torres,2025-12-31,False,Regular,Querétaro,Querétaro,4,216.85,867.4,0.0,2025-12-12,4,10,"Excelente comida, muy auténtica",Recomendación,True
CLI-00355,Laura Flores,2025-12-22,False,Regular,Monterrey,Monterrey,3,214.22,642.66,0.0,2026-01-22,4,10,"Siempre regreso, nunca decepciona",Redes Sociales,True
CLI-00356,Ricardo Flores,2025-09-16,True,Frecuente,Cancún,Cancún,10,227.72,2277.2,227.0,2025-12-04,5,9,Precios justos y porciones generosas,Redes Sociales,True
CLI-00357,José Hernández,2025-05-21,False,Regular,León,León,3,204.36,613.08,0.0,2025-12-23,3,6,"Servicio normal, sin quejas",Recomendación,False
CLI-00358,Juan García,2024-03-15,False,Frecuente,Ciudad de México Centro,Ciudad de México,10,211.65,2116.5,0.0,2025-12-09,5,7,"Excelente comida, muy auténtica",Recomendación,True
CLI-00359,María Ortiz,2025-04-29,False,Frecuente,Cancún,Cancún,9,250.47,2254.23,0.0,2026-01-30,4,8,Precios justos y porciones generosas,Redes Sociales,False
CLI-00360,Ana Martínez,2024-04-11,False,Regular,Mérida,Mérida,4,260.32,1041.28,0.0,2026-01-31,5,9,Los tacos al pastor son los mejores de la ciudad,Redes Sociales,False
CLI-00361,Fernando Reyes,2024-09-28,False,Frecuente,León,León,9,154.67,1392.03,0.0,2025-12-21,5,8,Comida fresca y bien preparada,Recomendación,True
CLI-00362,Luis Díaz,2025-05-01,False,Ocasional,Cancún,Cancún,1,180.61,180.61,0.0,2025-12-09,4,8,Ambiente muy agradable para familia,Redes Sociales,False
CLI-00363,Carlos Reyes,2025-04-16,False,Regular,Tijuana,Tijuana,3,297.31,891.93,0.0,2025-12-03,4,10,El servicio fue muy rápido y amable,Ubicación,False
CLI-00364,Diana González,2025-01-15,True,Frecuente,Mérida,Mérida,8,174.15,1393.2,139.0,2026-01-11,5,8,El servicio fue muy rápido y amable,Recomendación,False
CLI-00365,Sandra García,2024-03-11,True,Frecuente,Cancún,Cancún,10,378.61,3786.1,378.0,2025-11-15,5,8,El servicio fue muy rápido y amable,Publicidad,True
CLI-00366,Eduardo López,2024-06-02,False,Ocasional,Mérida,Mérida,1,283.31,283.31,0.0,2026-01-19,5,10,"Siempre regreso, nunca decepciona",Recomendación,True
CLI-00367,Ana Cruz,2024-06-18,False,Frecuente,Tijuana,Tijuana,6,176.25,1057.5,0.0,2025-11-22,4,7,"Siempre regreso, nunca decepciona",Recomendación,False
CLI-00368,Fernando Reyes,2024-12-08,False,Regular,Mérida,Mérida,3,325.07,975.21,0.0,2025-11-21,5,7,El servicio fue muy rápido y amable,Redes Sociales,False
CLI-00369,Fernando Sánchez,2024-06-21,False,Regular,León,León,4,343.78,1375.12,0.0,2025-12-14,5,8,El servicio fue muy rápido y amable,Publicidad,True
CLI-00370,Luis Morales,2025-02-18,False,Regular,Tijuana,Tijuana,5,295.58,1477.9,0.0,2026-01-25,3,7,Lugar promedio para comer,Ubicación,True
CLI-00371,Eduardo González,2025-11-08,True,Frecuente,Mérida,Mérida,10,365.41,3654.1,365.0,2026-01-09,5,8,"Excelente comida, muy auténtica",Recomendación,True
CLI-00372,Sandra González,2025-11-03,False,Regular,Monterrey,Monterrey,3,375.03,1125.09,0.0,2025-12-30,3,5,"Servicio normal, sin quejas",Redes Sociales,True
CLI-00373,Mónica Ramírez,2025-10-27,False,Frecuente,Guadalajara,Guadalajara,9,223.09,2007.81,0.0,2025-12-09,5,9,El servicio fue muy rápido y amable,Redes Sociales,True
CLI-00374,Miguel García,2024-03-24,False,Regular,Ciudad de México Centro,Ciudad de México,3,377.98,1133.94,0.0,2026-01-05,5,7,"Excelente comida, muy auténtica",Ubicación,True
CLI-00375,Carlos Sánchez,2024-12-31,False,Frecuente,Guadalajara,Guadalajara,8,294.87,2358.96,0.0,2026-01-15,5,7,Personal muy atento y profesional,Redes Sociales,True
CLI-00376,Miguel Rodríguez,2024-11-01,False,Frecuente,Guadalajara,Guadalajara,9,176.62,1589.58,0.0,2025-12-20,4,7,El servicio fue muy rápido y amable,Recomendación,True
CLI-00377,Ricardo Pérez,2025-05-11,True,VIP,Ciudad de México Centro,Ciudad de México,16,200.84,3213.44,321.0,2025-12-06,4,10,Recomiendo ampliamente este lugar,Recomendación,True
CLI-00378,Ricardo López,2024-02-02,False,Regular,Monterrey,Monterrey,3,334.89,1004.67,0.0,2026-01-29,4,8,El servicio fue muy rápido y amable,Publicidad,False
CLI-00379,Juan Díaz,2024-12-11,False,Frecuente,Ciudad de México Sur,Ciudad de México,8,206.92,1655.36,0.0,2025-11-15,5,7,Precios justos y porciones generosas,Publicidad,False
CLI-00380,Laura Cruz,2024-06-27,True,VIP,Ciudad de México Centro,Ciudad de México,13,359.02,4667.26,466.0,2025-12-27,4,7,Ambiente muy agradable para familia,Recomendación,True
CLI-00381,Ricardo Hernández,2024-10-30,True,Frecuente,Ciudad de México Sur,Ciudad de México,11,274.93,3024.23,302.0,2025-11-30,5,7,El servicio fue muy rápido y amable,Recomendación,True
CLI-00382,Claudia Gómez,2024-09-18,False,Frecuente,Querétaro,Querétaro,7,305.55,2138.85,0.0,2026-01-26,5,10,El mole es espectacular,Redes Sociales,True
CLI-00383,Ricardo González,2024-12-28,True,VIP,Tijuana,Tijuana,17,310.36,5276.12,527.0,2026-01-24,2,3,La calidad no fue la esperada,Ubicación,True
CLI-00384,Roberto Torres,2025-06-15,False,Frecuente,Mérida,Mérida,7,129.46,906.22,0.0,2025-11-05,3,6,Cumple con lo básico,Redes Sociales,True
CLI-00385,Miguel Sánchez,2024-03-11,False,Ocasional,Querétaro,Querétaro,1,295.45,295.45,0.0,2025-11-15,1,4,Tuve que esperar mucho por una mesa,Redes Sociales,True
CLI-00386,Miguel González,2025-09-04,False,Regular,Cancún,Cancún,3,323.85,971.55,0.0,2026-01-20,2,3,El baño necesita limpieza,Publicidad,False
CLI-00387,Roberto Pérez,2025-02-08,False,Frecuente,Guadalajara,Guadalajara,6,255.53,1533.18,0.0,2025-12-28,3,7,"Ni bueno ni malo, regular",Redes Sociales,True
CLI-00388,Eduardo Cruz,2024-05-04,False,Frecuente,Ciudad de México Centro,Ciudad de México,9,266.71,2400.39,0.0,2025-11-05,5,7,Personal muy atento y profesional,Recomendación,False
CLI-00389,Verónica González,2024-05-28,False,Ocasional,Puebla,Puebla,2,85.99,171.98,0.0,2025-11-05,5,10,Recomiendo ampliamente este lugar,Ubicación,True
CLI-00390,Miguel Ortiz,2024-09-18,False,Regular,Monterrey,Monterrey,3,351.37,1054.11,0.0,2026-01-08,4,9,Precios justos y porciones generosas,Publicidad,False
CLI-00391,Claudia Ortiz,2025-11-28,True,VIP,Monterrey,Monterrey,13,111.15,1444.95,144.0,2025-11-04,4,8,Ambiente muy agradable para familia,Redes Sociales,True
CLI-00392,Claudia Cruz,2024-12-20,False,Frecuente,Ciudad de México Centro,Ciudad de México,6,280.74,1684.44,0.0,2025-12-03,3,7,Lugar promedio para comer,Ubicación,True
CLI-00393,Luis Ramírez,2025-04-03,False,Frecuente,Mérida,Mérida,7,185.43,1298.01,0.0,2025-11-11,4,9,Recomiendo ampliamente este lugar,Redes Sociales,False
CLI-00394,Claudia Sánchez,2024-11-26,False,Frecuente,León,León,8,223.33,1786.64,0.0,2025-12-13,5,10,Precios justos y porciones generosas,Google,False
CLI-00395,Juan Díaz,2025-07-05,True,Frecuente,Puebla,Puebla,9,193.66,1742.94,174.0,2025-12-19,5,9,El servicio fue muy rápido y amable,Redes Sociales,True
CLI-00396,Sandra García,2025-10-05,False,Regular,León,León,5,294.57,1472.85,0.0,2025-12-19,4,8,Comida fresca y bien preparada,Redes Sociales,False
CLI-00397,Diana González,2024-11-22,False,Frecuente,Querétaro,Querétaro,10,294.48,2944.8,0.0,2025-12-24,4,10,El mole es espectacular,Redes Sociales,True
CLI-00398,Patricia García,2024-12-22,False,Regular,Puebla,Puebla,3,225.29,675.87,0.0,2025-11-17,3,5,"Servicio normal, sin quejas",Ubicación,True
CLI-00399,Ricardo López,2024-03-07,False,Ocasional,Puebla,Puebla,1,191.1,191.1,0.0,2025-11-23,5,8,Precios justos y porciones generosas,Publicidad,True
CLI-00400,Laura Díaz,2025-05-29,False,Frecuente,Puebla,Puebla,6,329.28,1975.68,0.0,2026-01-24,4,10,Precios justos y porciones generosas,Publicidad,True
CLI-00401,Patricia Reyes,2024-03-12,True,Frecuente,Ciudad de México Centro,Ciudad de México,5,186.37,931.85,93.0,2025-11-05,5,7,Comida fresca y bien preparada,Redes Sociales,True
CLI-00402,Eduardo Rivera,2024-12-21,False,Ocasional,Guadalajara,Guadalajara,2,261.33,522.66,0.0,2025-11-22,4,10,El servicio fue muy rápido y amable,Ubicación,True
CLI-00403,Sandra Ramírez,2025-07-06,False,Frecuente,Monterrey,Monterrey,6,320.23,1921.38,0.0,2025-12-07,3,7,Lugar promedio para comer,Publicidad,False
CLI-00404,Roberto Ramírez,2024-08-11,False,Ocasional,Mérida,Mérida,1,151.42,151.42,0.0,2026-01-07,5,8,El servicio fue muy rápido y amable,Recomendación,False
CLI-00405,María Cruz,2024-10-04,False,Regular,Querétaro,Querétaro,3,114.91,344.73,0.0,2025-12-03,5,10,Ambiente muy agradable para familia,Ubicación,True
CLI-00406,Verónica Gómez,2024-09-10,False,Regular,Cancún,Cancún,4,312.76,1251.04,0.0,2026-01-31,3,5,"Servicio normal, sin quejas",Redes Sociales,True
CLI-00407,José Rodríguez,2024-07-02,False,Regular,Querétaro,Querétaro,3,157.09,471.27,0.0,2026-01-23,5,7,Personal muy atento y profesional,Redes Sociales,False
CLI-00408,Claudia Flores,2025-07-31,False,Ocasional,Ciudad de México Centro,Ciudad de México,1,172.46,172.46,0.0,2025-12-01,4,8,"Excelente comida, muy auténtica",Publicidad,False
CLI-00409,Juan Torres,2024-10-24,True,Frecuente,Mérida,Mérida,11,194.54,2139.94,213.0,2026-01-28,4,9,El servicio fue muy rápido y amable,Redes Sociales,True
CLI-00410,Luis López,2024-03-31,False,Frecuente,Monterrey,Monterrey,7,192.39,1346.73,0.0,2025-11-04,4,7,Comida fresca y bien preparada,Recomendación,True
CLI-00411,Laura Rodríguez,2025-01-13,True,VIP,Monterrey,Monterrey,17,357.67,6080.39,608.0,2025-12-18,5,8,Recomiendo ampliamente este lugar,Recomendación,True
CLI-00412,Ricardo Hernández,2024-05-23,False,Frecuente,Ciudad de México Centro,Ciudad de México,10,257.06,2570.6,0.0,2025-11-12,4,10,Los tacos al pastor son los mejores de la ciudad,Ubicación,False
CLI-00413,Claudia González,2025-05-07,False,Frecuente,León,León,6,305.14,1830.84,0.0,2026-01-13,5,8,Ambiente muy agradable para familia,Recomendación,True
CLI-00414,Alejandro Sánchez,2024-04-20,False,Frecuente,Monterrey,Monterrey,9,238.35,2145.15,0.0,2026-01-09,4,7,Recomiendo ampliamente este lugar,Recomendación,True
CLI-00415,Mónica Sánchez,2024-10-26,False,Regular,Monterrey,Monterrey,3,360.23,1080.69,0.0,2025-12-08,4,7,Ambiente muy agradable para familia,Publicidad,True
CLI-00416,José Morales,2025-11-17,False,Frecuente,Ciudad de México Centro,Ciudad de México,9,410.64,3695.76,0.0,2025-11-27,5,8,Personal muy atento y profesional,Recomendación,True
CLI-00417,Mónica López,2025-11-24,False,Regular,Guadalajara,Guadalajara,4,136.41,545.64,0.0,2026-01-19,4,7,El mole es espectacular,Redes Sociales,True
CLI-00418,Carlos Gómez,2024-02-08,True,VIP,Tijuana,Tijuana,12,154.74,1856.88,185.0,2025-11-21,5,8,Comida fresca y bien preparada,Redes Sociales,False
CLI-00419,Mónica Díaz,2024-11-16,False,Frecuente,Puebla,Puebla,9,328.6,2957.4,0.0,2025-12-01,5,8,Precios justos y porciones generosas,Recomendación,True
CLI-00420,Roberto González,2025-07-21,True,Frecuente,Monterrey,Monterrey,9,209.27,1883.43,188.0,2025-11-27,4,7,Los tacos al pastor son los mejores de la ciudad,Ubicación,True
CLI-00421,Diana Torres,2024-02-16,True,VIP,Guadalajara,Guadalajara,16,231.25,3700.0,370.0,2025-11-20,4,8,Comida fresca y bien preparada,Recomendación,False
CLI-00422,Laura Hernández,2024-12-12,False,Frecuente,Querétaro,Querétaro,7,204.72,1433.04,0.0,2026-01-08,3,7,"Comida aceptable, nada extraordinario",Redes Sociales,False
CLI-00423,Fernando Pérez,2024-03-23,False,Frecuente,Ciudad de México Centro,Ciudad de México,7,301.69,2111.83,0.0,2025-12-01,5,8,Ambiente muy agradable para familia,Recomendación,True
CLI-00424,Ana Ortiz,2025-09-17,True,VIP,Cancún,Cancún,20,288.67,5773.4,577.0,2026-01-01,3,5,Lugar promedio para comer,Ubicación,True
CLI-00425,Fernando Sánchez,2025-02-05,False,Ocasional,Puebla,Puebla,2,91.31,182.62,0.0,2026-01-12,3,5,"Ni bueno ni malo, regular",Recomendación,False
CLI-00426,Juan Sánchez,2024-07-31,False,Frecuente,Guadalajara,Guadalajara,7,287.39,2011.73,0.0,2025-12-26,4,10,"Excelente comida, muy auténtica",Recomendación,True
CLI-00427,Mónica Rivera,2025-11-17,False,Regular,Querétaro,Querétaro,5,376.19,1880.95,0.0,2025-12-16,5,9,Personal muy atento y profesional,Recomendación,True
CLI-00428,Juan Hernández,2024-10-21,False,Frecuente,Ciudad de México Sur,Ciudad de México,6,209.56,1257.36,0.0,2025-12-28,4,7,El servicio fue muy rápido y amable,Redes Sociales,True
CLI-00429,Fernando Flores,2024-05-22,False,Frecuente,Ciudad de México Centro,Ciudad de México,10,302.99,3029.9,0.0,2025-12-14,4,8,El servicio fue muy rápido y amable,Redes Sociales,True
CLI-00430,Alejandro Ortiz,2026-01-02,False,Ocasional,Guadalajara,Guadalajara,1,420.28,420.28,0.0,2026-01-14,4,7,Personal muy atento y profesional,Redes Sociales,True
CLI-00431,Verónica Hernández,2025-09-26,False,Frecuente,Ciudad de México Sur,Ciudad de México,10,329.23,3292.3,0.0,2026-01-14,5,7,Personal muy atento y profesional,Publicidad,True
CLI-00432,Juan Pérez,2024-09-16,False,Frecuente,Cancún,Cancún,10,258.44,2584.4,0.0,2025-11-24,4,10,El mole es espectacular,Publicidad,True
CLI-00433,Luis Cruz,2024-08-18,False,Regular,Ciudad de México Sur,Ciudad de México,3,217.76,653.28,0.0,2025-12-01,5,8,El mole es espectacular,Recomendación,True
CLI-00434,Diana Hernández,2025-01-20,True,Frecuente,Cancún,Cancún,5,255.34,1276.7,127.0,2025-11-03,4,10,Personal muy atento y profesional,Recomendación,True
CLI-00435,Verónica Rivera,2025-06-09,True,VIP,Monterrey,Monterrey,23,254.95,5863.85,586.0,2026-01-17,4,7,Precios justos y porciones generosas,Ubicación,True
CLI-00436,Ricardo Flores,2024-03-21,False,Frecuente,Ciudad de México Centro,Ciudad de México,9,243.21,2188.89,0.0,2025-12-20,4,8,Recomiendo ampliamente este lugar,Recomendación,True
CLI-00437,Carlos Rodríguez,2025-12-09,True,Frecuente,León,León,7,302.41,2116.87,211.0,2025-12-18,5,10,"Siempre regreso, nunca decepciona",Redes Sociales,False
CLI-00438,Roberto Torres,2025-12-26,False,Regular,Mérida,Mérida,5,137.75,688.75,0.0,2026-01-25,4,7,Personal muy atento y profesional,Google,True
CLI-00439,Sandra Reyes,2024-08-12,False,Frecuente,Puebla,Puebla,9,247.13,2224.17,0.0,2025-12-11,4,9,El mole es espectacular,Recomendación,True
CLI-00440,Luis Reyes,2024-12-04,False,Frecuente,Ciudad de México Sur,Ciudad de México,7,167.63,1173.41,0.0,2025-12-18,4,10,Ambiente muy agradable para familia,Recomendación,False
CLI-00441,José Ramírez,2025-04-27,False,Ocasional,Ciudad de México Centro,Ciudad de México,1,271.7,271.7,0.0,2025-12-17,5,9,El mole es espectacular,Redes Sociales,False
CLI-00442,Mónica Pérez,2024-10-23,True,VIP,Cancún,Cancún,13,325.85,4236.05,423.0,2025-11-14,4,8,Recomiendo ampliamente este lugar,Publicidad,False
CLI-00443,Alejandro Martínez,2024-05-30,True,VIP,León,León,16,348.0,5568.0,556.0,2025-11-03,5,10,Los tacos al pastor son los mejores de la ciudad,Google,True
CLI-00444,Miguel Rodríguez,2025-07-03,False,Frecuente,León,León,8,170.74,1365.92,0.0,2025-12-15,5,9,"Excelente comida, muy auténtica",Recomendación,True
CLI-00445,Eduardo Hernández,2025-05-07,False,Frecuente,Monterrey,Monterrey,7,142.7,998.9,0.0,2026-01-21,5,9,Precios justos y porciones generosas,Recomendación,True
CLI-00446,Eduardo Ortiz,2025-01-10,False,Frecuente,Querétaro,Querétaro,10,226.77,2267.7,0.0,2025-12-26,5,10,El mole es espectacular,Publicidad,False
CLI-00447,Patricia Torres,2025-02-22,False,Regular,Puebla,Puebla,5,229.66,1148.3,0.0,2025-12-30,3,5,"Servicio normal, sin quejas",Publicidad,False
CLI-00448,Gabriela López,2024-04-20,False,Frecuente,León,León,10,198.0,1980.0,0.0,2025-12-31,4,9,Ambiente muy agradable para familia,Recomendación,True
CLI-00449,Alejandro Torres,2025-12-16,True,VIP,Puebla,Puebla,18,247.76,4459.68,445.0,2025-11-25,4,8,Precios justos y porciones generosas,Recomendación,True
CLI-00450,José Flores,2025-05-24,False,Frecuente,Guadalajara,Guadalajara,10,257.08,2570.8,0.0,2025-11-19,3,7,Cumple con lo básico,Google,False
CLI-00451,Eduardo Ramírez,2024-05-28,True,Frecuente,Guadalajara,Guadalajara,8,190.23,1521.84,152.0,2025-12-05,5,8,"Excelente comida, muy auténtica",Publicidad,True
CLI-00452,Laura López,2025-02-28,False,Frecuente,Ciudad de México Centro,Ciudad de México,8,120.39,963.12,0.0,2025-11-26,4,9,"Siempre regreso, nunca decepciona",Ubicación,True
CLI-00453,Verónica Rivera,2025-11-25,False,Regular,León,León,3,185.12,555.36,0.0,2025-12-31,5,7,Los tacos al pastor son los mejores de la ciudad,Google,True
CLI-00454,Roberto Díaz,2024-04-17,False,Ocasional,Cancún,Cancún,2,309.55,619.1,0.0,2026-01-03,4,7,Los tacos al pastor son los mejores de la ciudad,Publicidad,False
CLI-00455,Carlos Rivera,2025-01-26,True,Frecuente,Ciudad de México Sur,Ciudad de México,11,229.45,2523.95,252.0,2025-12-12,4,9,Personal muy atento y profesional,Recomendación,True
CLI-00456,Diana Gómez,2025-12-31,True,VIP,León,León,15,218.01,3270.15,327.0,2025-11-21,5,10,Personal muy atento y profesional,Redes Sociales,False
CLI-00457,Juan Pérez,2025-03-03,False,Frecuente,Puebla,Puebla,6,397.35,2384.1,0.0,2026-01-07,4,9,Comida fresca y bien preparada,Redes Sociales,False
CLI-00458,Ricardo Gómez,2024-06-18,True,VIP,Ciudad de México Sur,Ciudad de México,12,218.74,2624.88,262.0,2025-12-15,2,1,El estacionamiento es muy pequeño,Redes Sociales,False
CLI-00459,Gabriela Hernández,2025-11-29,True,Frecuente,Cancún,Cancún,10,281.78,2817.8,281.0,2025-12-31,4,8,Los tacos al pastor son los mejores de la ciudad,Recomendación,True
CLI-00460,Gabriela Hernández,2025-02-28,True,Frecuente,Monterrey,Monterrey,8,312.89,2503.12,250.0,2026-01-02,5,10,"Excelente comida, muy auténtica",Google,False
CLI-00461,Verónica Cruz,2025-11-30,False,Frecuente,Cancún,Cancún,9,368.14,3313.26,0.0,2025-11-22,4,9,"Excelente comida, muy auténtica",Redes Sociales,False
CLI-00462,Carlos Ramírez,2024-03-04,False,Ocasional,León,León,1,192.27,192.27,0.0,2026-01-20,5,10,Los tacos al pastor son los mejores de la ciudad,Recomendación,True
CLI-00463,Gabriela Martínez,2025-06-04,False,Ocasional,Monterrey,Monterrey,1,131.45,131.45,0.0,2025-12-22,4,7,Precios justos y porciones generosas,Publicidad,True
CLI-00464,Sandra Rivera,2024-04-18,False,Regular,Guadalajara,Guadalajara,3,262.6,787.8,0.0,2025-12-27,1,4,El estacionamiento es muy pequeño,Redes Sociales,True
CLI-00465,Laura Reyes,2025-08-19,False,Regular,Guadalajara,Guadalajara,4,326.25,1305.0,0.0,2025-11-26,3,5,"Servicio normal, sin quejas",Publicidad,True
CLI-00466,Patricia García,2024-05-25,True,VIP,Guadalajara,Guadalajara,15,152.58,2288.7,228.0,2026-01-18,5,8,El mole es espectacular,Google,True
CLI-00467,María Sánchez,2024-09-10,True,VIP,Monterrey,Monterrey,13,229.86,2988.18,298.0,2025-12-06,1,1,El baño necesita limpieza,Publicidad,False
CLI-00468,Ana Díaz,2024-10-22,False,Ocasional,Querétaro,Querétaro,1,288.22,288.22,0.0,2026-01-13,5,10,Personal muy atento y profesional,Recomendación,True
CLI-00469,Claudia Flores,2024-03-16,True,Frecuente,Ciudad de México Centro,Ciudad de México,10,267.76,2677.6,267.0,2025-12-15,5,8,Precios justos y porciones generosas,Google,True
CLI-00470,Laura Sánchez,2025-07-12,False,Regular,Tijuana,Tijuana,5,170.87,854.35,0.0,2026-01-01,3,5,Cumple con lo básico,Redes Sociales,True
CLI-00471,Carlos Rodríguez,2024-05-17,True,VIP,Puebla,Puebla,19,246.81,4689.39,468.0,2026-01-29,5,7,El servicio fue muy rápido y amable,Ubicación,True
CLI-00472,Laura Hernández,2024-12-16,False,Regular,Guadalajara,Guadalajara,5,202.61,1013.05,0.0,2026-01-24,4,10,"Excelente comida, muy auténtica",Recomendación,False
CLI-00473,Verónica Ramírez,2024-09-02,False,Frecuente,Tijuana,Tijuana,8,301.08,2408.64,0.0,2025-11-10,3,7,"Comida aceptable, nada extraordinario",Recomendación,False
CLI-00474,Fernando Ramírez,2025-04-07,False,Frecuente,León,León,10,235.98,2359.8,0.0,2026-01-25,5,10,Los tacos al pastor son los mejores de la ciudad,Publicidad,True
CLI-00475,Sandra Sánchez,2024-03-29,False,Regular,Mérida,Mérida,3,233.36,700.08,0.0,2026-01-13,4,9,Personal muy atento y profesional,Redes Sociales,True
CLI-00476,Juan Hernández,2025-01-16,True,Frecuente,León,León,6,311.29,1867.74,186.0,2025-12-13,5,10,Recomiendo ampliamente este lugar,Ubicación,False
CLI-00477,Gabriela Ramírez,2025-04-22,False,Regular,Guadalajara,Guadalajara,4,237.44,949.76,0.0,2025-11-12,5,8,Personal muy atento y profesional,Redes Sociales,True
CLI-00478,Juan Hernández,2025-09-02,True,Frecuente,Ciudad de México Sur,Ciudad de México,7,261.34,1829.38,182.0,2025-11-25,1,4,El servicio fue muy lento,Recomendación,False
CLI-00479,José Sánchez,2025-11-12,False,Frecuente,Tijuana,Tijuana,7,165.14,1155.98,0.0,2025-11-07,5,7,Recomiendo ampliamente este lugar,Publicidad,True
CLI-00480,José Morales,2025-08-01,True,VIP,Ciudad de México Centro,Ciudad de México,12,367.96,4415.52,441.0,2025-12-17,1,1,La música estaba muy alta,Publicidad,True
CLI-00481,Diana Ramírez,2025-09-12,False,Frecuente,Guadalajara,Guadalajara,10,223.66,2236.6,0.0,2025-11-29,5,7,"Siempre regreso, nunca decepciona",Ubicación,True
CLI-00482,Carlos Morales,2024-06-11,False,Regular,Puebla,Puebla,4,145.34,581.36,0.0,2025-12-04,4,8,Ambiente muy agradable para familia,Ubicación,True
CLI-00483,Claudia Torres,2024-12-13,True,VIP,Ciudad de México Sur,Ciudad de México,17,216.46,3679.82,367.0,2025-11-06,4,9,Los tacos al pastor son los mejores de la ciudad,Publicidad,False
CLI-00484,Roberto Gómez,2024-06-29,False,Regular,Monterrey,Monterrey,4,361.05,1444.2,0.0,2026-01-06,2,2,El servicio fue muy lento,Ubicación,False
CLI-00485,Gabriela Torres,2024-07-20,False,Regular,Ciudad de México Centro,Ciudad de México,5,189.78,948.9,0.0,2025-11-29,5,9,Comida fresca y bien preparada,Recomendación,True
CLI-00486,Alejandro García,2024-02-03,False,Frecuente,Ciudad de México Centro,Ciudad de México,6,314.84,1889.04,0.0,2025-12-14,5,9,Recomiendo ampliamente este lugar,Recomendación,True
CLI-00487,Fernando Pérez,2024-04-04,False,Frecuente,Mérida,Mérida,8,229.26,1834.08,0.0,2025-11-03,5,8,Precios justos y porciones generosas,Recomendación,True
CLI-00488,Miguel Hernández,2025-05-09,False,Frecuente,León,León,6,375.12,2250.72,0.0,2025-12-28,4,8,El mole es espectacular,Recomendación,True
CLI-00489,Mónica Morales,2024-06-01,False,Regular,Guadalajara,Guadalajara,3,217.04,651.12,0.0,2026-01-12,5,7,"Siempre regreso, nunca decepciona",Ubicación,True
CLI-00490,Ricardo Rivera,2025-12-05,False,Frecuente,Guadalajara,Guadalajara,10,309.09,3090.9,0.0,2025-11-09,5,9,Los tacos al pastor son los mejores de la ciudad,Recomendación,True
