customer_id,name,preferred_branch,preferred_city,customer_category,acquisition_channel,loyalty_member,accepts_promotions,loyalty_points,satisfaction_score,nps_score,recency_days,frequency,monetary,segment_id,persona
CLI-00351,Claudia Gómez,Ciudad de México Centro,Ciudad de México,VIP,Redes Sociales,1.0,1.0,450.0,5,7,73,18,4504.5,0,Leales Premium
CLI-00352,Ricardo Díaz,Tijuana,Tijuana,Ocasional,Recomendación,0.0,1.0,0.0,5,10,49,1,166.52,1,Ocasionales Sensibles a Promoción
CLI-00353,José Sánchez,Tijuana,Tijuana,Regular,Ubicación,0.0,1.0,0.0,5,8,84,5,646.45,1,Ocasionales Sensibles a Promoción
CLI-00354,Gabriela Torres,Querétaro,Querétaro,Regular,Recomendación,0.0,1.0,0.0,4,10,50,4,867.4,1,Ocasionales Sensibles a Promoción
CLI-00355,Laura Flores,Monterrey,Monterrey,Regular,Redes Sociales,0.0,1.0,0.0,4,10,9,3,642.66,1,Ocasionales Sensibles a Promoción
CLI-00356,Ricardo Flores,Cancún,Cancún,Frecuente,Redes Sociales,1.0,1.0,227.0,5,9,58,10,2277.2,1,Ocasionales Sensibles a Promoción
CLI-00357,José Hernández,León,León,Regular,Recomendación,0.0,0.0,0.0,3,6,39,3,613.08,2,Ocasionales Sensibles a Promoción
CLI-00358,Juan García,Ciudad de México Centro,Ciudad de México,Frecuente,Recomendación,0.0,1.0,0.0,5,7,53,10,2116.5,1,Ocasionales Sensibles a Promoción
CLI-00359,María Ortiz,Cancún,Cancún,Frecuente,Redes Sociales,0.0,0.0,0.0,4,8,1,9,2254.23,1,Ocasionales Sensibles a Promoción
CLI-00360,Ana Martínez,Mérida,Mérida,Regular,Redes Sociales,0.0,0.0,0.0,5,9,0,4,1041.28,1,Ocasionales Sensibles a Promoción
CLI-00361,Fernando Reyes,León,León,Frecuente,Recomendación,0.0,1.0,0.0,5,8,41,9,1392.03,1,Ocasionales Sensibles a Promoción
CLI-00362,Luis Díaz,Cancún,Cancún,Ocasional,Redes Sociales,0.0,0.0,0.0,4,8,53,1,180.61,1,Ocasionales Sensibles a Promoción
CLI-00363,Carlos Reyes,Tijuana,Tijuana,Regular,Ubicación,0.0,0.0,0.0,4,10,59,3,891.93,1,Ocasionales Sensibles a Promoción
CLI-00364,Diana González,Mérida,Mérida,Frecuente,Recomendación,1.0,0.0,139.0,5,8,20,8,1393.2,1,Ocasionales Sensibles a Promoción
CLI-00365,Sandra García,Cancún,Cancún,Frecuente,Publicidad,1.0,1.0,378.0,5,8,77,10,3786.1,0,Leales Premium
CLI-00366,Eduardo López,Mérida,Mérida,Ocasional,Recomendación,0.0,1.0,0.0,5,10,12,1,283.31,1,Ocasionales Sensibles a Promoción
CLI-00367,Ana Cruz,Tijuana,Tijuana,Frecuente,Recomendación,0.0,0.0,0.0,4,7,70,6,1057.5,1,Ocasionales Sensibles a Promoción
CLI-00368,Fernando Reyes,Mérida,Mérida,Regular,Redes Sociales,0.0,0.0,0.0,5,7,71,3,975.21,1,Ocasionales Sensibles a Promoción
CLI-00369,Fernando Sánchez,León,León,Regular,Publicidad,0.0,1.0,0.0,5,8,48,4,1375.12,1,Ocasionales Sensibles a Promoción
CLI-00370,Luis Morales,Tijuana,Tijuana,Regular,Ubicación,0.0,1.0,0.0,3,7,6,5,1477.9,2,Ocasionales Sensibles a Promoción
CLI-00371,Eduardo González,Mérida,Mérida,Frecuente,Recomendación,1.0,1.0,365.0,5,8,22,10,3654.1,0,Leales Premium
CLI-00372,Sandra González,Monterrey,Monterrey,Regular,Redes Sociales,0.0,1.0,0.0,3,5,32,3,1125.09,2,Ocasionales Sensibles a Promoción
CLI-00373,Mónica Ramírez,Guadalajara,Guadalajara,Frecuente,Redes Sociales,0.0,1.0,0.0,5,9,53,9,2007.81,1,Ocasionales Sensibles a Promoción
CLI-00374,Miguel García,Ciudad de México Centro,Ciudad de México,Regular,Ubicación,0.0,1.0,0.0,5,7,26,3,1133.94,1,Ocasionales Sensibles a Promoción
CLI-00375,Carlos Sánchez,Guadalajara,Guadalajara,Frecuente,Redes Sociales,0.0,1.0,0.0,5,7,16,8,2358.96,1,Ocasionales Sensibles a Promoción
CLI-00376,Miguel Rodríguez,Guadalajara,Guadalajara,Frecuente,Recomendación,0.0,1.0,0.0,4,7,42,9,1589.58,1,Ocasionales Sensibles a Promoción
CLI-00377,Ricardo Pérez,Ciudad de México Centro,Ciudad de México,VIP,Recomendación,1.0,1.0,321.0,4,10,56,16,3213.44,0,Leales Premium
CLI-00378,Ricardo López,Monterrey,Monterrey,Regular,Publicidad,0.0,0.0,0.0,4,8,2,3,1004.67,1,Ocasionales Sensibles a Promoción
CLI-00379,Juan Díaz,Ciudad de México Sur,Ciudad de México,Frecuente,Publicidad,0.0,0.0,0.0,5,7,77,8,1655.36,1,Ocasionales Sensibles a Promoción
CLI-00380,Laura Cruz,Ciudad de México Centro,Ciudad de México,VIP,Recomendación,1.0,1.0,466.0,4,7,35,13,4667.26,0,Leales Premium
CLI-00381,Ricardo Hernández,Ciudad de México Sur,Ciudad de México,Frecuente,Recomendación,1.0,1.0,302.0,5,7,62,11,3024.23,0,Leales Premium
CLI-00382,Claudia Gómez,Querétaro,Querétaro,Frecuente,Redes Sociales,0.0,1.0,0.0,5,10,5,7,2138.85,1,Ocasionales Sensibles a Promoción
CLI-00383,Ricardo González,Tijuana,Tijuana,VIP,Ubicación,1.0,1.0,527.0,2,3,7,17,5276.12,0,Leales Premium
CLI-00384,Roberto Torres,Mérida,Mérida,Frecuente,Redes Sociales,0.0,1.0,0.0,3,6,87,7,906.22,2,Ocasionales Sensibles a Promoción
CLI-00385,Miguel Sánchez,Querétaro,Querétaro,Ocasional,Redes Sociales,0.0,1.0,0.0,1,4,77,1,295.45,2,Ocasionales Sensibles a Promoción
CLI-00386,Miguel González,Cancún,Cancún,Regular,Publicidad,0.0,0.0,0.0,2,3,11,3,971.55,2,Ocasionales Sensibles a Promoción
CLI-00387,Roberto Pérez,Guadalajara,Guadalajara,Frecuente,Redes Sociales,0.0,1.0,0.0,3,7,34,6,1533.18,2,Ocasionales Sensibles a Promoción
CLI-00388,Eduardo Cruz,Ciudad de México Centro,Ciudad de México,Frecuente,Recomendación,0.0,0.0,0.0,5,7,87,9,2400.39,1,Ocasionales Sensibles a Promoción
CLI-00389,Verónica González,Puebla,Puebla,Ocasional,Ubicación,0.0,1.0,0.0,5,10,87,2,171.98,1,Ocasionales Sensibles a Promoción
CLI-00390,Miguel Ortiz,Monterrey,Monterrey,Regular,Publicidad,0.0,0.0,0.0,4,9,23,3,1054.11,1,Ocasionales Sensibles a Promoción
CLI-00391,Claudia Ortiz,Monterrey,Monterrey,VIP,Redes Sociales,1.0,1.0,144.0,4,8,88,13,1444.95,0,Leales Premium
CLI-00392,Claudia Cruz,Ciudad de México Centro,Ciudad de México,Frecuente,Ubicación,0.0,1.0,0.0,3,7,59,6,1684.44,2,Ocasionales Sensibles a Promoción
CLI-00393,Luis Ramírez,Mérida,Mérida,Frecuente,Redes Sociales,0.0,0.0,0.0,4,9,81,7,1298.01,1,Ocasionales Sensibles a Promoción
CLI-00394,Claudia Sánchez,León,León,Frecuente,Google,0.0,0.0,0.0,5,10,49,8,1786.64,1,Ocasionales Sensibles a Promoción
CLI-00395,Juan Díaz,Puebla,Puebla,Frecuente,Redes Sociales,1.0,1.0,174.0,5,9,43,9,1742.94,1,Ocasionales Sensibles a Promoción
CLI-00396,Sandra García,León,León,Regular,Redes Sociales,0.0,0.0,0.0,4,8,43,5,1472.85,1,Ocasionales Sensibles a Promoción
CLI-00397,Diana González,Querétaro,Querétaro,Frecuente,Redes Sociales,0.0,1.0,0.0,4,10,38,10,2944.8,1,Ocasionales Sensibles a Promoción
CLI-00398,Patricia García,Puebla,Puebla,Regular,Ubicación,0.0,1.0,0.0,3,5,75,3,675.87,2,Ocasionales Sensibles a Promoción
CLI-00399,Ricardo López,Puebla,Puebla,Ocasional,Publicidad,0.0,1.0,0.0,5,8,69,1,191.1,1,Ocasionales Sensibles a Promoción
CLI-00400,Laura Díaz,Puebla,Puebla,Frecuente,Publicidad,0.0,1.0,0.0,4,10,7,6,1975.68,1,Ocasionales Sensibles a Promoción
CLI-00401,Patricia Reyes,Ciudad de México Centro,Ciudad de México,Frecuente,Redes Sociales,1.0,1.0,93.0,5,7,87,5,931.85,1,Ocasionales Sensibles a Promoción
CLI-00402,Eduardo Rivera,Guadalajara,Guadalajara,Ocasional,Ubicación,0.0,1.0,0.0,4,10,70,2,522.66,1,Ocasionales Sensibles a Promoción
CLI-00403,Sandra Ramírez,Monterrey,Monterrey,Frecuente,Publicidad,0.0,0.0,0.0,3,7,55,6,1921.38,2,Ocasionales Sensibles a Promoción
CLI-00404,Roberto Ramírez,Mérida,Mérida,Ocasional,Recomendación,0.0,0.0,0.0,5,8,24,1,151.42,1,Ocasionales Sensibles a Promoción
CLI-00405,María Cruz,Querétaro,Querétaro,Regular,Ubicación,0.0,1.0,0.0,5,10,59,3,344.73,1,Ocasionales Sensibles a Promoción
CLI-00406,Verónica Gómez,Cancún,Cancún,Regular,Redes Sociales,0.0,1.0,0.0,3,5,0,4,1251.04,2,Ocasionales Sensibles a Promoción
CLI-00407,José Rodríguez,Querétaro,Querétaro,Regular,Redes Sociales,0.0,0.0,0.0,5,7,8,3,471.27,1,Ocasionales Sensibles a Promoción
CLI-00408,Claudia Flores,Ciudad de México Centro,Ciudad de México,Ocasional,Publicidad,0.0,0.0,0.0,4,8,61,1,172.46,1,Ocasionales Sensibles a Promoción
CLI-00409,Juan Torres,Mérida,Mérida,Frecuente,Redes Sociales,1.0,1.0,213.0,4,9,3,11,2139.94,0,Leales Premium
CLI-00410,Luis López,Monterrey,Monterrey,Frecuente,Recomendación,0.0,1.0,0.0,4,7,88,7,1346.73,1,Ocasionales Sensibles a Promoción
CLI-00411,Laura Rodríguez,Monterrey,Monterrey,VIP,Recomendación,1.0,1.0,608.0,5,8,44,17,6080.39,0,Leales Premium
CLI-00412,Ricardo Hernández,Ciudad de México Centro,Ciudad de México,Frecuente,Ubicación,0.0,0.0,0.0,4,10,80,10,2570.6,1,Ocasionales Sensibles a Promoción
CLI-00413,Claudia González,León,León,Frecuente,Recomendación,0.0,1.0,0.0,5,8,18,6,1830.84,1,Ocasionales Sensibles a Promoción
CLI-00414,Alejandro Sánchez,Monterrey,Monterrey,Frecuente,Recomendación,0.0,1.0,0.0,4,7,22,9,2145.15,1,Ocasionales Sensibles a Promoción
CLI-00415,Mónica Sánchez,Monterrey,Monterrey,Regular,Publicidad,0.0,1.0,0.0,4,7,54,3,1080.69,1,Ocasionales Sensibles a Promoción
CLI-00416,José Morales,Ciudad de México Centro,Ciudad de México,Frecuente,Recomendación,0.0,1.0,0.0,5,8,65,9,3695.76,1,Ocasionales Sensibles a Promoción
CLI-00417,Mónica López,Guadalajara,Guadalajara,Regular,Redes Sociales,0.0,1.0,0.0,4,7,12,4,545.64,1,Ocasionales Sensibles a Promoción
CLI-00418,Carlos Gómez,Tijuana,Tijuana,VIP,Redes Sociales,1.0,0.0,185.0,5,8,71,12,1856.88,0,Leales Premium
CLI-00419,Mónica Díaz,Puebla,Puebla,Frecuente,Recomendación,0.0,1.0,0.0,5,8,61,9,2957.4,1,Ocasionales Sensibles a Promoción
CLI-00420,Roberto González,Monterrey,Monterrey,Frecuente,Ubicación,1.0,1.0,188.0,4,7,65,9,1883.43,1,Ocasionales Sensibles a Promoción
CLI-00421,Diana Torres,Guadalajara,Guadalajara,VIP,Recomendación,1.0,0.0,370.0,4,8,72,16,3700.0,0,Leales Premium
CLI-00422,Laura Hernández,Querétaro,Querétaro,Frecuente,Redes Sociales,0.0,0.0,0.0,3,7,23,7,1433.04,2,Ocasionales Sensibles a Promoción
CLI-00423,Fernando Pérez,Ciudad de México Centro,Ciudad de México,Frecuente,Recomendación,0.0,1.0,0.0,5,8,61,7,2111.83,1,Ocasionales Sensibles a Promoción
CLI-00424,Ana Ortiz,Cancún,Cancún,VIP,Ubicación,1.0,1.0,577.0,3,5,30,20,5773.4,0,Leales Premium
CLI-00425,Fernando Sánchez,Puebla,Puebla,Ocasional,Recomendación,0.0,0.0,0.0,3,5,19,2,182.62,2,Ocasionales Sensibles a Promoción
CLI-00426,Juan Sánchez,Guadalajara,Guadalajara,Frecuente,Recomendación,0.0,1.0,0.0,4,10,36,7,2011.73,1,Ocasionales Sensibles a Promoción
CLI-00427,Mónica Rivera,Querétaro,Querétaro,Regular,Recomendación,0.0,1.0,0.0,5,9,46,5,1880.95,1,Ocasionales Sensibles a Promoción
CLI-00428,Juan Hernández,Ciudad de México Sur,Ciudad de México,Frecuente,Redes Sociales,0.0,1.0,0.0,4,7,34,6,1257.36,1,Ocasionales Sensibles a Promoción
CLI-00429,Fernando Flores,Ciudad de México Centro,Ciudad de México,Frecuente,Redes Sociales,0.0,1.0,0.0,4,8,48,10,3029.9,1,Ocasionales Sensibles a Promoción
CLI-00430,Alejandro Ortiz,Guadalajara,Guadalajara,Ocasional,Redes Sociales,0.0,1.0,0.0,4,7,17,1,420.28,1,Ocasionales Sensibles a Promoción
CLI-00431,Verónica Hernández,Ciudad de México Sur,Ciudad de México,Frecuente,Publicidad,0.0,1.0,0.0,5,7,17,10,3292.3,1,Ocasionales Sensibles a Promoción
CLI-00432,Juan Pérez,Cancún,Cancún,Frecuente,Publicidad,0.0,1.0,0.0,4,10,68,10,2584.4,1,Ocasionales Sensibles a Promoción
CLI-00433,Luis Cruz,Ciudad de México Sur,Ciudad de México,Regular,Recomendación,0.0,1.0,0.0,5,8,61,3,653.28,1,Ocasionales Sensibles a Promoción
CLI-00434,Diana Hernández,Cancún,Cancún,Frecuente,Recomendación,1.0,1.0,127.0,4,10,89,5,1276.7,1,Ocasionales Sensibles a Promoción
CLI-00435,Verónica Rivera,Monterrey,Monterrey,VIP,Ubicación,1.0,1.0,586.0,4,7,14,23,5863.85,0,Leales Premium
CLI-00436,Ricardo Flores,Ciudad de México Centro,Ciudad de México,Frecuente,Recomendación,0.0,1.0,0.0,4,8,42,9,2188.89,1,Ocasionales Sensibles a Promoción
CLI-00437,Carlos Rodríguez,León,León,Frecuente,Redes Sociales,1.0,0.0,211.0,5,10,44,7,2116.87,1,Ocasionales Sensibles a Promoción
CLI-00438,Roberto Torres,Mérida,Mérida,Regular,Google,0.0,1.0,0.0,4,7,6,5,688.75,1,Ocasionales Sensibles a Promoción
CLI-00439,Sandra Reyes,Puebla,Puebla,Frecuente,Recomendación,0.0,1.0,0.0,4,9,51,9,2224.17,1,Ocasionales Sensibles a Promoción
CLI-00440,Luis Reyes,Ciudad de México Sur,Ciudad de México,Frecuente,Recomendación,0.0,0.0,0.0,4,10,44,7,1173.41,1,Ocasionales Sensibles a Promoción
CLI-00441,José Ramírez,Ciudad de México Centro,Ciudad de México,Ocasional,Redes Sociales,0.0,0.0,0.0,5,9,45,1,271.7,1,Ocasionales Sensibles a Promoción
CLI-00442,Mónica Pérez,Cancún,Cancún,VIP,Publicidad,1.0,0.0,423.0,4,8,78,13,4236.05,0,Leales Premium
CLI-00443,Alejandro Martínez,León,León,VIP,Google,1.0,1.0,556.0,5,10,89,16,5568.0,0,Leales Premium
CLI-00444,Miguel Rodríguez,León,León,Frecuente,Recomendación,0.0,1.0,0.0,5,9,47,8,1365.92,1,Ocasionales Sensibles a Promoción
CLI-00445,Eduardo Hernández,Monterrey,Monterrey,Frecuente,Recomendación,0.0,1.0,0.0,5,9,10,7,998.9,1,Ocasionales Sensibles a Promoción
CLI-00446,Eduardo Ortiz,Querétaro,Querétaro,Frecuente,Publicidad,0.0,0.0,0.0,5,10,36,10,2267.7,1,Ocasionales Sensibles a Promoción
CLI-00447,Patricia Torres,Puebla,Puebla,Regular,Publicidad,0.0,0.0,0.0,3,5,32,5,1148.3,2,Ocasionales Sensibles a Promoción
CLI-00448,Gabriela López,León,León,Frecuente,Recomendación,0.0,1.0,0.0,4,9,31,10,1980.0,1,Ocasionales Sensibles a Promoción
CLI-00449,Alejandro Torres,Puebla,Puebla,VIP,Recomendación,1.0,1.0,445.0,4,8,67,18,4459.68,0,Leales Premium
CLI-00450,José Flores,Guadalajara,Guadalajara,Frecuente,Google,0.0,0.0,0.0,3,7,73,10,2570.8,2,Ocasionales Sensibles a Promoción
CLI-00451,Eduardo Ramírez,Guadalajara,Guadalajara,Frecuente,Publicidad,1.0,1.0,152.0,5,8,57,8,1521.84,1,Ocasionales Sensibles a Promoción
CLI-00452,Laura López,Ciudad de México Centro,Ciudad de México,Frecuente,Ubicación,0.0,1.0,0.0,4,9,66,8,963.12,1,Ocasionales Sensibles a Promoción
CLI-00453,Verónica Rivera,León,León,Regular,Google,0.0,1.0,0.0,5,7,31,3,555.36,1,Ocasionales Sensibles a Promoción
CLI-00454,Roberto Díaz,Cancún,Cancún,Ocasional,Publicidad,0.0,0.0,0.0,4,7,28,2,619.1,1,Ocasionales Sensibles a Promoción
CLI-00455,Carlos Rivera,Ciudad de México Sur,Ciudad de México,Frecuente,Recomendación,1.0,1.0,252.0,4,9,50,11,2523.95,0,Leales Premium
CLI-00456,Diana Gómez,León,León,VIP,Redes Sociales,1.0,0.0,327.0,5,10,71,15,3270.15,0,Leales Premium
CLI-00457,Juan Pérez,Puebla,Puebla,Frecuente,Redes Sociales,0.0,0.0,0.0,4,9,24,6,2384.1,1,Ocasionales Sensibles a Promoción
CLI-00458,Ricardo Gómez,Ciudad de México Sur,Ciudad de México,VIP,Redes Sociales,1.0,0.0,262.0,2,1,47,12,2624.88,2,Ocasionales Sensibles a Promoción
CLI-00459,Gabriela Hernández,Cancún,Cancún,Frecuente,Recomendación,1.0,1.0,281.0,4,8,31,10,2817.8,0,Leales Premium
CLI-00460,Gabriela Hernández,Monterrey,Monterrey,Frecuente,Google,1.0,0.0,250.0,5,10,29,8,2503.12,1,Ocasionales Sensibles a Promoción
CLI-00461,Verónica Cruz,Cancún,Cancún,Frecuente,Redes Sociales,0.0,0.0,0.0,4,9,70,9,3313.26,1,Ocasionales Sensibles a Promoción
CLI-00462,Carlos Ramírez,León,León,Ocasional,Recomendación,0.0,1.0,0.0,5,10,11,1,192.27,1,Ocasionales Sensibles a Promoción
CLI-00463,Gabriela Martínez,Monterrey,Monterrey,Ocasional,Publicidad,0.0,1.0,0.0,4,7,40,1,131.45,1,Ocasionales Sensibles a Promoción
CLI-00464,Sandra Rivera,Guadalajara,Guadalajara,Regular,Redes Sociales,0.0,1.0,0.0,1,4,35,3,787.8,2,Ocasionales Sensibles a Promoción
CLI-00465,Laura Reyes,Guadalajara,Guadalajara,Regular,Publicidad,0.0,1.0,0.0,3,5,66,4,1305.0,2,Ocasionales Sensibles a Promoción
CLI-00466,Patricia García,Guadalajara,Guadalajara,VIP,Google,1.0,1.0,228.0,5,8,13,15,2288.7,0,Leales Premium
CLI-00467,María Sánchez,Monterrey,Monterrey,VIP,Publicidad,1.0,0.0,298.0,1,1,56,13,2988.18,2,Ocasionales Sensibles a Promoción
CLI-00468,Ana Díaz,Querétaro,Querétaro,Ocasional,Recomendación,0.0,1.0,0.0,5,10,18,1,288.22,1,Ocasionales Sensibles a Promoción
CLI-00469,Claudia Flores,Ciudad de México Centro,Ciudad de México,Frecuente,Google,1.0,1.0,267.0,5,8,47,10,2677.6,0,Leales Premium
CLI-00470,Laura Sánchez,Tijuana,Tijuana,Regular,Redes Sociales,0.0,1.0,0.0,3,5,30,5,854.35,2,Ocasionales Sensibles a Promoción
CLI-00471,Carlos Rodríguez,Puebla,Puebla,VIP,Ubicación,1.0,1.0,468.0,5,7,2,19,4689.39,0,Leales Premium
CLI-00472,Laura Hernández,Guadalajara,Guadalajara,Regular,Recomendación,0.0,0.0,0.0,4,10,7,5,1013.05,1,Ocasionales Sensibles a Promoción
CLI-00473,Verónica Ramírez,Tijuana,Tijuana,Frecuente,Recomendación,0.0,0.0,0.0,3,7,82,8,2408.64,2,Ocasionales Sensibles a Promoción
CLI-00474,Fernando Ramírez,León,León,Frecuente,Publicidad,0.0,1.0,0.0,5,10,6,10,2359.8,1,Ocasionales Sensibles a Promoción
CLI-00475,Sandra Sánchez,Mérida,Mérida,Regular,Redes Sociales,0.0,1.0,0.0,4,9,18,3,700.08,1,Ocasionales Sensibles a Promoción
CLI-00476,Juan Hernández,León,León,Frecuente,Ubicación,1.0,0.0,186.0,5,10,49,6,1867.74,1,Ocasionales Sensibles a Promoción
CLI-00477,Gabriela Ramírez,Guadalajara,Guadalajara,Regular,Redes Sociales,0.0,1.0,0.0,5,8,80,4,949.76,1,Ocasionales Sensibles a Promoción
CLI-00478,Juan Hernández,Ciudad de México Sur,Ciudad de México,Frecuente,Recomendación,1.0,0.0,182.0,1,4,67,7,1829.38,2,Ocasionales Sensibles a Promoción
CLI-00479,José Sánchez,Tijuana,Tijuana,Frecuente,Publicidad,0.0,1.0,0.0,5,7,85,7,1155.98,1,Ocasionales Sensibles a Promoción
CLI-00480,José Morales,Ciudad de México Centro,Ciudad de México,VIP,Publicidad,1.0,1.0,441.0,1,1,45,12,4415.52,2,Ocasionales Sensibles a Promoción
CLI-00481,Diana Ramírez,Guadalajara,Guadalajara,Frecuente,Ubicación,0.0,1.0,0.0,5,7,63,10,2236.6,1,Ocasionales Sensibles a Promoción
CLI-00482,Carlos Morales,Puebla,Puebla,Regular,Ubicación,0.0,1.0,0.0,4,8,58,4,581.36,1,Ocasionales Sensibles a Promoción
CLI-00483,Claudia Torres,Ciudad de México Sur,Ciudad de México,VIP,Publicidad,1.0,0.0,367.0,4,9,86,17,3679.82,0,Leales Premium
CLI-00484,Roberto Gómez,Monterrey,Monterrey,Regular,Ubicación,0.0,0.0,0.0,2,2,25,4,1444.2,2,Ocasionales Sensibles a Promoción
CLI-00485,Gabriela Torres,Ciudad de México Centro,Ciudad de México,Regular,Recomendación,0.0,1.0,0.0,5,9,63,5,948.9,1,Ocasionales Sensibles a Promoción
CLI-00486,Alejandro García,Ciudad de México Centro,Ciudad de México,Frecuente,Recomendación,0.0,1.0,0.0,5,9,48,6,1889.04,1,Ocasionales Sensibles a Promoción
CLI-00487,Fernando Pérez,Mérida,Mérida,Frecuente,Recomendación,0.0,1.0,0.0,5,8,89,8,1834.08,1,Ocasionales Sensibles a Promoción
CLI-00488,Miguel Hernández,León,León,Frecuente,Recomendación,0.0,1.0,0.0,4,8,34,6,2250.72,1,Ocasionales Sensibles a Promoción
CLI-00489,Mónica Morales,Guadalajara,Guadalajara,Regular,Ubicación,0.0,1.0,0.0,5,7,19,3,651.12,1,Ocasionales Sensibles a Promoción
CLI-00490,Ricardo Rivera,Guadalajara,Guadalajara,Frecuente,Recomendación,0.0,1.0,0.0,5,9,83,10,3090.9,1,Ocasionales Sensibles a Promoción
CLI-00491,Laura González,Ciudad de México Sur,Ciudad de México,Ocasional,Publicidad,0.0,1.0,0.0,5,7,27,2,482.72,1,Ocasionales Sensibles a Promoción
CLI-00492,Fernando Flores,León,León,Frecuente,Recomendación,0.0,0.0,0.0,1,4,31,7,1828.47,2,Ocasionales Sensibles a Promoción
CLI-00493,Carlos Díaz,León,León,VIP,Redes Sociales,1.0,1.0,112.0,5,10,55,14,1120.0,1,Ocasionales Sensibles a Promoción
CLI-00494,Roberto Cruz,Tijuana,Tijuana,VIP,Redes Sociales,1.0,1.0,342.0,5,7,26,15,3423.3,0,Leales Premium
CLI-00495,Sandra Rodríguez,León,León,VIP,Publicidad,1.0,1.0,360.0,4,7,8,22,3601.62,0,Leales Premium
CLI-00496,Carlos López,Guadalajara,Guadalajara,Ocasional,Recomendación,0.0,0.0,0.0,5,7,65,2,541.6,1,Ocasionales Sensibles a Promoción
CLI-00497,Sandra González,Tijuana,Tijuana,Frecuente,Redes Sociales,0.0,0.0,0.0,2,3,51,7,3157.63,2,Ocasionales Sensibles a Promoción
CLI-00498,Ana López,Puebla,Puebla,Frecuente,Recomendación,0.0,0.0,0.0,5,9,49,9,3107.43,1,Ocasionales Sensibles a Promoción
CLI-00499,Carlos García,Cancún,Cancún,Frecuente,Recomendación,1.0,1.0,285.0,5,10,63,10,2852.5,0,Leales Premium
CLI-00500,Mónica Sánchez,Tijuana,Tijuana,Frecuente,Recomendación,0.0,0.0,0.0,5,9,51,6,2220.3,1,Ocasionales Sensibles a Promoción
CLI-00501,Ricardo Torres,Ciudad de México Sur,Ciudad de México,Frecuente,Publicidad,0.0,0.0,0.0,5,9,27,10,1466.1,1,Ocasionales Sensibles a Promoción
CLI-00502,Ana González,Cancún,Cancún,Regular,Recomendación,0.0,1.0,0.0,1,2,24,3,650.73,2,Ocasionales Sensibles a Promoción
CLI-00503,Juan Rodríguez,León,León,VIP,Publicidad,1.0,0.0,246.0,5,9,14,13,2466.62,0,Leales Premium
CLI-00504,Eduardo López,León,León,VIP,Google,1.0,1.0,408.0,5,9,75,19,4080.06,0,Leales Premium
CLI-00505,Eduardo López,Tijuana,Tijuana,Regular,Publicidad,0.0,1.0,0.0,4,7,2,4,1066.72,1,Ocasionales Sensibles a Promoción
CLI-00506,Verónica Díaz,Guadalajara,Guadalajara,Ocasional,Ubicación,0.0,0.0,0.0,5,8,44,1,80.0,1,Ocasionales Sensibles a Promoción
CLI-00507,Sandra Flores,Cancún,Cancún,Frecuente,Ubicación,1.0,1.0,247.0,5,7,41,11,2474.89,0,Leales Premium
CLI-00508,Laura Ramírez,Tijuana,Tijuana,VIP,Publicidad,1.0,0.0,249.0,4,8,45,12,2498.52,0,Leales Premium
CLI-00509,Diana Hernández,León,León,Frecuente,Ubicación,0.0,1.0,0.0,3,6,57,10,2250.0,2,Ocasionales Sensibles a Promoción
CLI-00510,Verónica Hernández,Cancún,Cancún,Regular,Recomendación,0.0,0.0,0.0,5,8,71,4,1649.76,1,Ocasionales Sensibles a Promoción
CLI-00511,Eduardo Gómez,Monterrey,Monterrey,Regular,Recomendación,0.0,1.0,0.0,5,9,10,4,1329.92,1,Ocasionales Sensibles a Promoción
CLI-00512,Sandra Gómez,Mérida,Mérida,Frecuente,Recomendación,1.0,0.0,255.0,5,9,70,8,2559.76,1,Ocasionales Sensibles a Promoción
CLI-00513,Ana García,Monterrey,Monterrey,Regular,Redes Sociales,0.0,0.0,0.0,4,8,25,3,1151.19,1,Ocasionales Sensibles a Promoción
CLI-00514,Carlos López,Tijuana,Tijuana,Regular,Publicidad,0.0,1.0,0.0,5,7,59,4,1342.68,1,Ocasionales Sensibles a Promoción
CLI-00515,Fernando García,Mérida,Mérida,Frecuente,Recomendación,0.0,1.0,0.0,1,1,83,8,1302.88,2,Ocasionales Sensibles a Promoción
CLI-00516,Claudia Hernández,Tijuana,Tijuana,VIP,Ubicación,1.0,0.0,523.0,5,8,34,21,5235.3,0,Leales Premium
CLI-00517,Diana González,Mérida,Mérida,Frecuente,Redes Sociales,0.0,1.0,0.0,5,7,64,7,1602.3,1,Ocasionales Sensibles a Promoción
CLI-00518,Luis Díaz,Tijuana,Tijuana,Frecuente,Redes Sociales,0.0,1.0,0.0,2,3,88,11,2841.74,2,Ocasionales Sensibles a Promoción
CLI-00519,Mónica Hernández,Ciudad de México Centro,Ciudad de México,Regular,Publicidad,0.0,1.0,0.0,5,10,47,3,970.2,1,Ocasionales Sensibles a Promoción
CLI-00520,Laura Rivera,Ciudad de México Sur,Ciudad de México,Regular,Redes Sociales,0.0,1.0,0.0,5,9,26,3,446.58,1,Ocasionales Sensibles a Promoción
CLI-00521,Luis Hernández,Monterrey,Monterrey,Frecuente,Recomendación,0.0,0.0,0.0,4,7,55,10,3611.8,1,Ocasionales Sensibles a Promoción
CLI-00522,Gabriela González,León,León,Ocasional,Recomendación,0.0,1.0,0.0,5,10,80,1,237.34,1,Ocasionales Sensibles a Promoción
